sistema,evento_id,motivo_rechazo,detalle,usuario_llave_origen,estacion_id,fecha_original,registro_crudo,archivo_origen,ingerido_en
TM,113969,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00027075,TM-R5-05,2026-06-15 09:31:44,"{""validacion_id"":""113969"",""tarjeta"":""TC-00027075"",""estacion_id"":""TM-R5-05"",""linea"":""R5"",""fecha_hora"":""2026-06-15 09:31:44"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.779228
TM,114028,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00004201,TM-L7-04,2026-06-15 16:29:00,"{""validacion_id"":""114028"",""tarjeta"":""TC-00004201"",""estacion_id"":""TM-L7-04"",""linea"":""L7"",""fecha_hora"":""2026-06-15 16:29:00"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.779228
TM,114110,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00002156,TM-L18-04,2026-06-15 17:18:36,"{""validacion_id"":""114110"",""tarjeta"":""TC-00002156"",""estacion_id"":""TM-L18-04"",""linea"":""L18"",""fecha_hora"":""2026-06-15 17:18:36"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.779228
TM,114155,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00045893,TM-L7-03,2026-06-15 21:05:49,"{""validacion_id"":""114155"",""tarjeta"":""TC-00045893"",""estacion_id"":""TM-L7-03"",""linea"":""L7"",""fecha_hora"":""2026-06-15 21:05:49"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.779228
TM,115278,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00044679,TM-L1-09,2026-06-15 12:33:49,"{""validacion_id"":""115278"",""tarjeta"":""TC-00044679"",""estacion_id"":""TM-L1-09"",""linea"":""L1"",""fecha_hora"":""2026-06-15 12:33:49"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.793724
TM,116311,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00030207,TM-L6-05,2026-06-15 21:37:34,"{""validacion_id"":""116311"",""tarjeta"":""TC-00030207"",""estacion_id"":""TM-L6-05"",""linea"":""L6"",""fecha_hora"":""2026-06-15 21:37:34"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.81106
TM,116751,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00011529,TM-L12-01,2026-06-15 17:25:54,"{""validacion_id"":""116751"",""tarjeta"":""TC-00011529"",""estacion_id"":""TM-L12-01"",""linea"":""L12"",""fecha_hora"":""2026-06-15 17:25:54"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.81106
TM,117009,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00002230,TM-L2-11,2026-06-15 07:52:19,"{""validacion_id"":""117009"",""tarjeta"":""TC-00002230"",""estacion_id"":""TM-L2-11"",""linea"":""L2"",""fecha_hora"":""2026-06-15 07:52:19"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.823889
TM,117170,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00008741,TM-L18-11,2026-06-15 18:44:24,"{""validacion_id"":""117170"",""tarjeta"":""TC-00008741"",""estacion_id"":""TM-L18-11"",""linea"":""L18"",""fecha_hora"":""2026-06-15 18:44:24"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.826215
TM,117215,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00030747,TM-L2-06,2026-06-15 13:25:02,"{""validacion_id"":""117215"",""tarjeta"":""TC-00030747"",""estacion_id"":""TM-L2-06"",""linea"":""L2"",""fecha_hora"":""2026-06-15 13:25:02"",""tarifa"":""0.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.827199
TM,117329,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00021068,TM-L6-04,2026-06-15 16:13:06,"{""validacion_id"":""117329"",""tarjeta"":""TC-00021068"",""estacion_id"":""TM-L6-04"",""linea"":""L6"",""fecha_hora"":""2026-06-15 16:13:06"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.827199
TM,117747,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00049706,TM-L1-11,2026-06-15 21:52:20,"{""validacion_id"":""117747"",""tarjeta"":""TC-00049706"",""estacion_id"":""TM-L1-11"",""linea"":""L1"",""fecha_hora"":""2026-06-15 21:52:20"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.827199
TM,118137,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00001800,TM-L6-04,2026-06-15 10:59:34,"{""validacion_id"":""118137"",""tarjeta"":""TC-00001800"",""estacion_id"":""TM-L6-04"",""linea"":""L6"",""fecha_hora"":""2026-06-15 10:59:34"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.827199
TM,118168,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00018407,TM-L12-09,2026-06-15 14:59:35,"{""validacion_id"":""118168"",""tarjeta"":""TC-00018407"",""estacion_id"":""TM-L12-09"",""linea"":""L12"",""fecha_hora"":""2026-06-15 14:59:35"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.827199
TM,118290,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00009561,TM-L6-02,2026-06-15 20:09:54,"{""validacion_id"":""118290"",""tarjeta"":""TC-00009561"",""estacion_id"":""TM-L6-02"",""linea"":""L6"",""fecha_hora"":""2026-06-15 20:09:54"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.827199
TM,118818,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00005659,TM-L12-11,2026-06-15 16:29:24,"{""validacion_id"":""118818"",""tarjeta"":""TC-00005659"",""estacion_id"":""TM-L12-11"",""linea"":""L12"",""fecha_hora"":""2026-06-15 16:29:24"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.842015
TM,118982,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00028555,TM-L7-04,2026-06-15 10:01:56,"{""validacion_id"":""118982"",""tarjeta"":""TC-00028555"",""estacion_id"":""TM-L7-04"",""linea"":""L7"",""fecha_hora"":""2026-06-15 10:01:56"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.842015
TM,119359,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00047814,TM-L2-03,2026-06-15 06:23:39,"{""validacion_id"":""119359"",""tarjeta"":""TC-00047814"",""estacion_id"":""TM-L2-03"",""linea"":""L2"",""fecha_hora"":""2026-06-15 06:23:39"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.842015
TM,119566,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00016249,TM-L1-05,2026-06-15 22:25:32,"{""validacion_id"":""119566"",""tarjeta"":""TC-00016249"",""estacion_id"":""TM-L1-05"",""linea"":""L1"",""fecha_hora"":""2026-06-15 22:25:32"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.842015
TM,120198,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00030067,TM-L6-05,2026-06-15 18:26:22,"{""validacion_id"":""120198"",""tarjeta"":""TC-00030067"",""estacion_id"":""TM-L6-05"",""linea"":""L6"",""fecha_hora"":""2026-06-15 18:26:22"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.857821
TM,120200,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00030451,TM-L18-09,2026-06-15 17:22:10,"{""validacion_id"":""120200"",""tarjeta"":""TC-00030451"",""estacion_id"":""TM-L18-09"",""linea"":""L18"",""fecha_hora"":""2026-06-15 17:22:10"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.857821
TM,12054,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00050314,TM-R5-02,2026-06-02 18:11:22,"{""validacion_id"":""12054"",""tarjeta"":""TC-00050314"",""estacion_id"":""TM-R5-02"",""linea"":""R5"",""fecha_hora"":""2026-06-02 18:11:22"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:33.257987
TM,120583,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00012793,TM-L6-01,2026-06-16 07:45:05,"{""validacion_id"":""120583"",""tarjeta"":""TC-00012793"",""estacion_id"":""TM-L6-01"",""linea"":""L6"",""fecha_hora"":""2026-06-16 07:45:05"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.857821
TM,120646,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00004695,TM-L13-12,2026-06-16 08:46:41,"{""validacion_id"":""120646"",""tarjeta"":""TC-00004695"",""estacion_id"":""TM-L13-12"",""linea"":""L13"",""fecha_hora"":""2026-06-16 08:46:41"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.857821
TM,120926,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00035464,TM-R5-01,2026-06-16 16:34:30,"{""validacion_id"":""120926"",""tarjeta"":""TC-00035464"",""estacion_id"":""TM-R5-01"",""linea"":""R5"",""fecha_hora"":""2026-06-16 16:34:30"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.857821
TM,121073,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00034833,TM-L7-02,2026-06-16 17:27:23,"{""validacion_id"":""121073"",""tarjeta"":""TC-00034833"",""estacion_id"":""TM-L7-02"",""linea"":""L7"",""fecha_hora"":""2026-06-16 17:27:23"",""tarifa"":""0.50"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.857821
TM,121653,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00026695,TM-L18-13,2026-06-16 13:47:36,"{""validacion_id"":""121653"",""tarjeta"":""TC-00026695"",""estacion_id"":""TM-L18-13"",""linea"":""L18"",""fecha_hora"":""2026-06-16 13:47:36"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.873519
TM,121922,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00019657,TM-L6-13,2026-06-16 17:34:29,"{""validacion_id"":""121922"",""tarjeta"":""TC-00019657"",""estacion_id"":""TM-L6-13"",""linea"":""L6"",""fecha_hora"":""2026-06-16 17:34:29"",""tarifa"":""0.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.873519
TM,121943,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00000180,TM-L6-10,2026-06-16 04:08:43,"{""validacion_id"":""121943"",""tarjeta"":""TC-00000180"",""estacion_id"":""TM-L6-10"",""linea"":""L6"",""fecha_hora"":""2026-06-16 04:08:43"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.873519
TM,122031,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00052845,TM-L2-03,2026-06-16 09:07:20,"{""validacion_id"":""122031"",""tarjeta"":""TC-00052845"",""estacion_id"":""TM-L2-03"",""linea"":""L2"",""fecha_hora"":""2026-06-16 09:07:20"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.873519
TM,122386,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00011929,TM-L7-08,2026-06-16 20:04:08,"{""validacion_id"":""122386"",""tarjeta"":""TC-00011929"",""estacion_id"":""TM-L7-08"",""linea"":""L7"",""fecha_hora"":""2026-06-16 20:04:08"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.873519
TM,122555,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00039291,TM-L6-07,2026-06-16 19:16:47,"{""validacion_id"":""122555"",""tarjeta"":""TC-00039291"",""estacion_id"":""TM-L6-07"",""linea"":""L6"",""fecha_hora"":""2026-06-16 19:16:47"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.889257
TM,122800,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00014826,TM-R5-12,2026-06-16 21:05:27,"{""validacion_id"":""122800"",""tarjeta"":""TC-00014826"",""estacion_id"":""TM-R5-12"",""linea"":""R5"",""fecha_hora"":""2026-06-16 21:05:27"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.893275
TM,123011,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00022431,TM-L6-01,2026-06-16 05:38:02,"{""validacion_id"":""123011"",""tarjeta"":""TC-00022431"",""estacion_id"":""TM-L6-01"",""linea"":""L6"",""fecha_hora"":""2026-06-16 05:38:02"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.897292
TM,123399,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00008255,TM-L7-11,2026-06-16 22:13:49,"{""validacion_id"":""123399"",""tarjeta"":""TC-00008255"",""estacion_id"":""TM-L7-11"",""linea"":""L7"",""fecha_hora"":""2026-06-16 22:13:49"",""tarifa"":""0.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.903315
TM,123723,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00011103,TM-L7-12,2026-06-16 07:02:24,"{""validacion_id"":""123723"",""tarjeta"":""TC-00011103"",""estacion_id"":""TM-L7-12"",""linea"":""L7"",""fecha_hora"":""2026-06-16 07:02:24"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.910078
TM,123871,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00030480,TM-L1-05,2026-06-16 22:41:54,"{""validacion_id"":""123871"",""tarjeta"":""TC-00030480"",""estacion_id"":""TM-L1-05"",""linea"":""L1"",""fecha_hora"":""2026-06-16 22:41:54"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.911142
TM,124001,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00053275,TM-L13-08,2026-06-16 17:34:52,"{""validacion_id"":""124001"",""tarjeta"":""TC-00053275"",""estacion_id"":""TM-L13-08"",""linea"":""L13"",""fecha_hora"":""2026-06-16 17:34:52"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.911142
TM,124153,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00054271,TM-L18-07,2026-06-16 19:28:28,"{""validacion_id"":""124153"",""tarjeta"":""TC-00054271"",""estacion_id"":""TM-L18-07"",""linea"":""L18"",""fecha_hora"":""2026-06-16 19:28:28"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.911142
TM,124827,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00044085,TM-L6-01,2026-06-16 13:17:52,"{""validacion_id"":""124827"",""tarjeta"":""TC-00044085"",""estacion_id"":""TM-L6-01"",""linea"":""L6"",""fecha_hora"":""2026-06-16 13:17:52"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.922389
TM,124906,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00003567,TM-L18-08,2026-06-16 17:34:57,"{""validacion_id"":""124906"",""tarjeta"":""TC-00003567"",""estacion_id"":""TM-L18-08"",""linea"":""L18"",""fecha_hora"":""2026-06-16 17:34:57"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.923905
TM,125386,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00041399,TM-L7-01,2026-06-16 19:21:43,"{""validacion_id"":""125386"",""tarjeta"":""TC-00041399"",""estacion_id"":""TM-L7-01"",""linea"":""L7"",""fecha_hora"":""2026-06-16 19:21:43"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.926215
TM,125449,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00027680,TM-L13-05,2026-06-16 07:00:42,"{""validacion_id"":""125449"",""tarjeta"":""TC-00027680"",""estacion_id"":""TM-L13-05"",""linea"":""L13"",""fecha_hora"":""2026-06-16 07:00:42"",""tarifa"":""0.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.926215
TM,125516,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00024905,TM-L6-11,2026-06-16 18:30:41,"{""validacion_id"":""125516"",""tarjeta"":""TC-00024905"",""estacion_id"":""TM-L6-11"",""linea"":""L6"",""fecha_hora"":""2026-06-16 18:30:41"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.926215
TM,125525,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00007529,TM-L2-05,2026-06-16 12:12:14,"{""validacion_id"":""125525"",""tarjeta"":""TC-00007529"",""estacion_id"":""TM-L2-05"",""linea"":""L2"",""fecha_hora"":""2026-06-16 12:12:14"",""tarifa"":""0.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.926215
TM,125882,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00053375,TM-L6-06,2026-06-16 17:08:50,"{""validacion_id"":""125882"",""tarjeta"":""TC-00053375"",""estacion_id"":""TM-L6-06"",""linea"":""L6"",""fecha_hora"":""2026-06-16 17:08:50"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.926215
TM,126255,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00014045,TM-L7-12,2026-06-16 21:40:49,"{""validacion_id"":""126255"",""tarjeta"":""TC-00014045"",""estacion_id"":""TM-L7-12"",""linea"":""L7"",""fecha_hora"":""2026-06-16 21:40:49"",""tarifa"":""0.50"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,126419,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00010164,TM-L6-09,2026-06-16 04:58:57,"{""validacion_id"":""126419"",""tarjeta"":""TC-00010164"",""estacion_id"":""TM-L6-09"",""linea"":""L6"",""fecha_hora"":""2026-06-16 04:58:57"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,126476,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00016351,TM-L7-06,2026-06-16 17:31:13,"{""validacion_id"":""126476"",""tarjeta"":""TC-00016351"",""estacion_id"":""TM-L7-06"",""linea"":""L7"",""fecha_hora"":""2026-06-16 17:31:13"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,12676,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00052570,TM-R5-01,2026-06-02 15:25:31,"{""validacion_id"":""12676"",""tarjeta"":""TC-00052570"",""estacion_id"":""TM-R5-01"",""linea"":""R5"",""fecha_hora"":""2026-06-02 15:25:31"",""tarifa"":""0.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:33.273809
TM,126763,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00059647,TM-L18-02,2026-06-16 11:15:15,"{""validacion_id"":""126763"",""tarjeta"":""TC-00059647"",""estacion_id"":""TM-L18-02"",""linea"":""L18"",""fecha_hora"":""2026-06-16 11:15:15"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,126859,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00002357,TM-R5-02,2026-06-16 21:15:30,"{""validacion_id"":""126859"",""tarjeta"":""TC-00002357"",""estacion_id"":""TM-R5-02"",""linea"":""R5"",""fecha_hora"":""2026-06-16 21:15:30"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,12743,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00021751,TM-L7-09,2026-06-02 16:55:25,"{""validacion_id"":""12743"",""tarjeta"":""TC-00021751"",""estacion_id"":""TM-L7-09"",""linea"":""L7"",""fecha_hora"":""2026-06-02 16:55:25"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:33.273809
TM,127582,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00007707,TM-L2-06,2026-06-16 20:59:54,"{""validacion_id"":""127582"",""tarjeta"":""TC-00007707"",""estacion_id"":""TM-L2-06"",""linea"":""L2"",""fecha_hora"":""2026-06-16 20:59:54"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,127620,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00001753,TM-L1-13,2026-06-16 18:52:20,"{""validacion_id"":""127620"",""tarjeta"":""TC-00001753"",""estacion_id"":""TM-L1-13"",""linea"":""L1"",""fecha_hora"":""2026-06-16 18:52:20"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,127661,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00045231,TM-L1-10,2026-06-16 13:20:57,"{""validacion_id"":""127661"",""tarjeta"":""TC-00045231"",""estacion_id"":""TM-L1-10"",""linea"":""L1"",""fecha_hora"":""2026-06-16 13:20:57"",""tarifa"":""0.50"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,127689,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00033230,TM-L6-13,2026-06-16 08:49:31,"{""validacion_id"":""127689"",""tarjeta"":""TC-00033230"",""estacion_id"":""TM-L6-13"",""linea"":""L6"",""fecha_hora"":""2026-06-16 08:49:31"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.941764
TM,127842,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00033881,TM-L13-11,2026-06-16 21:00:14,"{""validacion_id"":""127842"",""tarjeta"":""TC-00033881"",""estacion_id"":""TM-L13-11"",""linea"":""L13"",""fecha_hora"":""2026-06-16 21:00:14"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.957547
TM,128027,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00007225,TM-L6-04,2026-06-16 08:41:03,"{""validacion_id"":""128027"",""tarjeta"":""TC-00007225"",""estacion_id"":""TM-L6-04"",""linea"":""L6"",""fecha_hora"":""2026-06-16 08:41:03"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.959554
TM,128075,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00051799,TM-R5-12,2026-06-16 16:43:10,"{""validacion_id"":""128075"",""tarjeta"":""TC-00051799"",""estacion_id"":""TM-R5-12"",""linea"":""R5"",""fecha_hora"":""2026-06-16 16:43:10"",""tarifa"":""1.00"",""tipo"":""ENTRADA""}",transmetro_validaciones.csv,2026-09-23 20:31:34.959554
TM,128207,DUPLICADO_TORNIQUETE,Lectura repetida: mismo evento dos veces en el mismo archivo (se conserva la primera),TC-00026596,TM-R5-13,2026-06-16 13:20:31,"{""validacion_id"":""128207"",""tarjeta"":""TC-00026596"",""estacion_id"":""TM-R5-13"",""linea"":""R5"",""fecha_hora"":""2026-06-16 13:20:31"",""tarifa"":""1.00"",""tipo"":""TRANSBORDO""}",transmetro_validaciones.csv,2026-09-23 20:31:34.959554
